Date,Campaign Name,AdSet Name,Ad Name,Ad ID,Objective,Placement,Spend, Impressions ,Clicks
2021-10-11,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$243.46,"  57,016 ",95
2021-10-11,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$202.81,"  45,069 ",71
2021-10-11,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$530.65,"  118,449 ",179
2021-10-11,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$203.26,"  33,652 ",95
2021-10-11,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$207.15,"  49,204 ",86
2021-10-11,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$239.28,"  56,037 ",84
2021-10-11,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$611.82,"  137,488 ",205
2021-10-11,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$195.18,"  33,652 ",85
2021-10-11,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$116.75,"  23,538 ",41
2021-10-11,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$101.10,"  19,902 ",33
2021-10-11,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$281.89,"  56,265 ",83
2021-10-11,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$93.50,"  13,791 ",39
2021-10-12,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$248.42,"  49,388 ",122
2021-10-12,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$247.86,"  45,900 ",103
2021-10-12,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$526.84,"  104,740 ",207
2021-10-12,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$215.56,"  30,190 ",111
2021-10-12,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$242.52,"  47,553 ",119
2021-10-12,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$243.58,"  47,949 ",106
2021-10-12,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$589.38,"  109,144 ",239
2021-10-12,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$221.82,"  31,419 ",125
2021-10-12,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$234.36,"  54,757 ",93
2021-10-12,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$213.29,"  49,834 ",72
2021-10-12,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$624.16,"  143,156 ",214
2021-10-12,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$221.64,"  37,758 ",104
2021-10-12,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$210.64,"  49,446 ",86
2021-10-12,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$235.47,"  52,560 ",80
2021-10-12,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$590.97,"  136,799 ",191
2021-10-12,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$223.48,"  37,185 ",93
2021-10-12,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$109.80,"  22,272 ",42
2021-10-12,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$104.44,"  21,185 ",34
2021-10-12,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$284.09,"  55,813 ",89
2021-10-12,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$89.02,"  13,091 ",36
2021-10-13,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$225.36,"  43,930 ",108
2021-10-13,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$212.92,"  39,650 ",88
2021-10-13,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$584.80,"  115,802 ",253
2021-10-13,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$196.45,"  27,361 ",99
2021-10-13,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$201.61,"  39,224 ",95
2021-10-13,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$202.19,"  38,221 ",83
2021-10-13,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$544.65,"  103,153 ",235
2021-10-13,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$199.98,"  28,406 ",100
2021-10-13,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$201.87,"  47,056 ",81
2021-10-13,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$239.76,"  55,500 ",85
2021-10-13,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$624.03,"  143,786 ",212
2021-10-13,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$194.78,"  31,984 ",94
2021-10-13,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$242.61,"  57,491 ",101
2021-10-13,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$239.10,"  55,995 ",84
2021-10-13,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$591.09,"  133,128 ",204
2021-10-13,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$194.32,"  33,446 ",86
2021-10-13,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$111.34,"  22,402 ",41
2021-10-13,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$101.41,"  20,952 ",33
2021-10-13,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$265.06,"  52,906 ",86
2021-10-13,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$97.57,"  14,370 ",38
2021-10-14,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$229.44,"  45,614 ",113
2021-10-14,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$215.31,"  41,646 ",94
2021-10-14,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$566.65,"  112,208 ",219
2021-10-14,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$195.29,"  27,780 ",115
2021-10-14,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$247.25,"  48,671 ",117
2021-10-14,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$216.94,"  42,874 ",89
2021-10-14,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$576.42,"  109,794 ",239
2021-10-14,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$204.44,"  28,553 ",117
2021-10-14,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$239.12,"  56,664 ",97
2021-10-14,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$210.27,"  49,014 ",76
2021-10-14,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$518.96,"  119,852 ",182
2021-10-14,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$207.54,"  34,418 ",98
2021-10-14,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$215.79,"  51,135 ",82
2021-10-14,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$222.16,"  51,071 ",80
2021-10-14,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$507.78,"  113,597 ",176
2021-10-14,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$206.20,"  35,552 ",97
2021-10-14,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$119.86,"  24,816 ",43
2021-10-14,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$110.61,"  22,122 ",37
2021-10-14,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$291.17,"  57,543 ",92
2021-10-14,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$88.87,"  13,069 ",39
2021-10-15,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$232.92,"  45,760 ",109
2021-10-15,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$217.29,"  42,110 ",92
2021-10-15,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$548.70,"  106,132 ",230
2021-10-15,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$208.13,"  29,109 ",105
2021-10-15,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$219.06,"  42,953 ",107
2021-10-15,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$247.73,"  47,640 ",105
2021-10-15,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$582.83,"  114,057 ",243
2021-10-15,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$197.89,"  28,189 ",100
2021-10-15,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$230.01,"  53,741 ",94
2021-10-15,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$235.98,"  52,792 ",80
2021-10-15,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$600.04,"  137,940 ",203
2021-10-15,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$185.21,"  31,933 ",82
2021-10-15,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$246.04,"  58,581 ",95
2021-10-15,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$239.11,"  53,254 ",87
2021-10-15,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$570.77,"  135,254 ",194
2021-10-15,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$176.19,"  29,267 ",74
2021-10-15,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$108.71,"  21,917 ",41
2021-10-15,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$117.22,"  23,444 ",36
2021-10-15,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$296.61,"  61,794 ",95
2021-10-15,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$110.21,"  16,376 ",48
2021-10-16,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$232.03,"  45,585 ",106
2021-10-16,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$230.32,"  43,457 ",92
2021-10-16,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$621.84,"  123,381 ",253
2021-10-16,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$218.84,"  30,352 ",126
2021-10-16,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$200.06,"  39,074 ",98
2021-10-16,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$222.25,"  43,578 ",96
2021-10-16,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$502.94,"  99,199 ",200
2021-10-16,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$177.68,"  25,275 ",95
2021-10-16,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$222.26,"  52,296 ",85
2021-10-16,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$203.65,"  45,256 ",71
2021-10-16,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$574.33,"  133,876 ",208
2021-10-16,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$198.47,"  34,043 ",87
2021-10-16,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$242.56,"  57,479 ",92
2021-10-16,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$230.09,"  51,359 ",83
2021-10-16,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$569.16,"  129,061 ",185
2021-10-16,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$224.32,"  37,078 ",97
2021-10-16,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$104.70,"  21,280 ",39
2021-10-16,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$113.32,"  23,174 ",36
2021-10-16,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$308.17,"  61,145 ",103
2021-10-16,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$96.34,"  14,085 ",38
2021-10-17,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$232.64,"  45,795 ",116
2021-10-17,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$220.97,"  42,413 ",96
2021-10-17,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$519.37,"  101,837 ",223
2021-10-17,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$176.99,"  24,928 ",102
2021-10-17,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$224.49,"  44,104 ",103
2021-10-17,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$228.76,"  44,855 ",93
2021-10-17,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$553.27,"  104,194 ",213
2021-10-17,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$208.40,"  28,785 ",120
2021-10-17,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$203.78,"  48,175 ",83
2021-10-17,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$213.75,"  50,893 ",77
2021-10-17,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$540.42,"  125,097 ",180
2021-10-17,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$179.04,"  29,642 ",88
2021-10-17,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$222.31,"  52,185 ",90
2021-10-17,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$242.26,"  57,137 ",82
2021-10-17,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$513.34,"  120,502 ",183
2021-10-17,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$190.37,"  32,598 ",86
2021-10-17,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$120.48,"  24,241 ",42
2021-10-17,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$100.30,"  20,304 ",33
2021-10-17,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$307.19,"  60,590 ",102
2021-10-17,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$111.48,"  16,063 ",44
2021-10-18,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$241.33,"  48,266 ",120
2021-10-18,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$244.66,"  48,161 ",99
2021-10-18,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$578.67,"  110,223 ",230
2021-10-18,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$219.69,"  31,118 ",128
2021-10-18,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$205.22,"  39,849 ",97
2021-10-18,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$202.21,"  38,738 ",84
2021-10-18,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$502.95,"  96,721 ",210
2021-10-18,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$215.63,"  30,032 ",112
2021-10-18,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$230.43,"  53,839 ",87
2021-10-18,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$203.19,"  45,661 ",73
2021-10-18,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$550.64,"  129,258 ",185
2021-10-18,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$190.60,"  31,980 ",83
2021-10-18,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$226.40,"  53,649 ",91
2021-10-18,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$217.04,"  48,664 ",75
2021-10-18,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$590.99,"  131,917 ",206
2021-10-18,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$215.81,"  35,789 ",105
2021-10-18,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$123.72,"  25,095 ",47
2021-10-18,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$116.94,"  24,312 ",36
2021-10-18,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$268.91,"  54,325 ",84
2021-10-18,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$105.73,"  15,235 ",45
2021-10-19,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$224.22,"  43,538 ",112
2021-10-19,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$234.03,"  43,662 ",100
2021-10-19,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$529.87,"  100,354 ",209
2021-10-19,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$180.58,"  25,291 ",91
2021-10-19,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$246.64,"  49,034 ",116
2021-10-19,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$200.43,"  37,960 ",86
2021-10-19,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$609.85,"  117,505 ",246
2021-10-19,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$208.13,"  29,690 ",108
2021-10-19,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$232.29,"  55,176 ",88
2021-10-19,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$239.69,"  55,872 ",85
2021-10-19,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$592.57,"  133,462 ",203
2021-10-19,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$190.86,"  31,340 ",92
2021-10-19,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$235.45,"  56,060 ",90
2021-10-19,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$240.67,"  54,574 ",80
2021-10-19,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$542.19,"  128,786 ",182
2021-10-19,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$190.61,"  32,035 ",87
2021-10-19,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$105.23,"  21,216 ",39
2021-10-19,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$106.91,"  21,425 ",35
2021-10-19,Conversion - Instagram Stories,Page Followers,Cookies Coupon CTA,2348557655,Conversion,Instagram Stories,$253.24,"  51,472 ",77
2021-10-19,Conversion - Instagram Stories,Website Visitors,Cookies Coupon CTA,2345784317,Conversion,Instagram Stories,$91.29,"  13,154 ",41
2021-10-20,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Buy Cookies Now Image,2347300192,Conversion,Facebook + Instagram,$242.37,"  47,617 ",110
2021-10-20,Conversion - Facebook + Instagram,Video Completers,Buy Cookies Now Image,2342240382,Conversion,Facebook + Instagram,$220.64,"  41,088 ",96
2021-10-20,Conversion - Facebook + Instagram,Page Followers,Buy Cookies Now Image,2347458197,Conversion,Facebook + Instagram,$568.20,"  110,545 ",223
2021-10-20,Conversion - Facebook + Instagram,Website Visitors,Buy Cookies Now Image,2344391120,Conversion,Facebook + Instagram,$201.34,"  28,722 ",117
2021-10-20,Conversion - Facebook + Instagram,Purchaser Lookalike 1%,Cookies Coupon CTA,2344235838,Conversion,Facebook + Instagram,$244.64,"  47,228 ",116
2021-10-20,Conversion - Facebook + Instagram,Video Completers,Cookies Coupon CTA,2346763930,Conversion,Facebook + Instagram,$220.24,"  41,791 ",92
2021-10-20,Conversion - Facebook + Instagram,Page Followers,Cookies Coupon CTA,2348209932,Conversion,Facebook + Instagram,$587.41,"  113,619 ",254
2021-10-20,Conversion - Facebook + Instagram,Website Visitors,Cookies Coupon CTA,2342168712,Conversion,Facebook + Instagram,$193.49,"  26,874 ",107
2021-10-20,Conversion - Audience Network,Purchaser Lookalike 1%,Buy Cookies Now Image,2341979950,Conversion,Audience Network,$201.19,"  47,675 ",83
2021-10-20,Conversion - Audience Network,Video Completers,Buy Cookies Now Image,2341277126,Conversion,Audience Network,$229.17,"  52,442 ",77
2021-10-20,Conversion - Audience Network,Page Followers,Buy Cookies Now Image,2340970988,Conversion,Audience Network,$605.85,"  138,638 ",203
2021-10-20,Conversion - Audience Network,Website Visitors,Buy Cookies Now Image,2341424876,Conversion,Audience Network,$195.86,"  32,161 ",96
2021-10-20,Conversion - Audience Network,Purchaser Lookalike 1%,Cookies Coupon CTA,2343648870,Conversion,Audience Network,$244.76,"  56,921 ",99
2021-10-20,Conversion - Audience Network,Video Completers,Cookies Coupon CTA,2347612187,Conversion,Audience Network,$211.44,"  49,058 ",73
2021-10-20,Conversion - Audience Network,Page Followers,Cookies Coupon CTA,2347510410,Conversion,Audience Network,$522.47,"  123,808 ",177
2021-10-20,Conversion - Audience Network,Website Visitors,Cookies Coupon CTA,2342630915,Conversion,Audience Network,$217.23,"  37,261 ",103
2021-10-20,Conversion - Instagram Stories,Purchaser Lookalike 1%,Cookies Coupon CTA,2348672809,Conversion,Instagram Stories,$109.47,"  22,432 ",40
2021-10-20,Conversion - Instagram Stories,Video Completers,Cookies Coupon CTA,2343736709,Conversion,Instagram Stories,$119.00,"  24,236 ",39
